Group,Analytical_Thinking,Neutral_Score,Manipulative_Score,Age,Gender,Education,Political_Affiliation,Minority_Status,Bullshit_Receptivity,Conspiracy_Belief,Discernment_Score
Treatment,3.477701807460474,2.672427724448254,0.4557365972068119,54,Female,Bachelor's,Independent,Yes,4.786097782381951,2.280448933885813,4.824967482836798
Control,8.080780648506185,5.485517307488229,1.2512498259240967,61,Male,High School,Democrat,No,5.092722153253536,2.809295035972043,8.274657805817224
Treatment,5.749332524116657,5.034931314406919,2.5532681384424167,67,Male,Master's,Independent,Yes,1.401313192568514,2.743557811895287,6.793662569051995
Control,6.35882537590977,5.631996854918633,3.6393036233834914,22,Female,High School,Republican,No,3.6012122040031933,7.092734543632151,5.1721059194900265
Treatment,6.006608348178489,7.336366499041672,1.7577684299721028,42,Male,Doctorate,Other,No,4.188556014554436,6.217405754113843,10.083554330203436
Control,5.027629228771406,2.1686958304262047,2.306632122441572,53,Female,Bachelor's,Republican,Yes,2.695478482517583,6.40538952147433,2.375878322370336
Control,4.8893290319864695,4.816968145730523,0.5574972527790218,64,Other,High School,Democrat,No,6.456012132645562,2.285403132074955,6.704135408944737
Treatment,5.858943577477342,2.487653121948749,5.531915607372529,57,Male,Bachelor's,Democrat,No,6.116667614121405,3.6990582640083285,1.3499451976842276
Treatment,4.839600052273232,6.914130166178547,2.689758123714853,58,Male,Master's,Democrat,Yes,4.869924847594313,7.152249482753054,7.854072081668617
Control,5.454347229215808,7.619336210922983,-0.12707381816974594,33,Female,Master's,Republican,No,4.0652779443119025,4.125060771085256,10.473583643700634
Control,5.528729748849977,6.165482578198193,6.843665398906502,59,Female,Bachelor's,Independent,Yes,6.945301654726446,4.777030114017162,2.0861820537166795
Control,5.224141674254469,6.036592416115963,2.1256414290782035,37,Male,Master's,Democrat,Yes,7.06232857553899,4.136768664405791,6.523021824164994
Treatment,6.956574977596031,2.428419107279444,2.564619443748065,26,Female,Bachelor's,Republican,Yes,3.489975954466699,0.839601296874974,5.0812308967284014
Treatment,6.02628022406179,5.575831342678236,3.478529636128815,35,Male,High School,Republican,No,0.46921059362109974,5.5053595921926,6.6170118745957645
Treatment,4.191860224552246,3.4374328351150214,3.4267144753212593,32,Female,Doctorate,Republican,No,3.6508872635181393,8.199803323228593,3.1546135282079466
Treatment,6.008720641039054,3.6764413337487936,-1.913342496842166,33,Female,Bachelor's,Other,Yes,5.944622893223846,5.291367510999655,10.09632431137025
Control,4.883343277716126,1.160444274559561,7.2316762330145945,28,Female,Master's,Independent,No,4.5801990180154935,2.5939176173919485,-3.629560319596971
Control,2.9411849370960303,5.0059996806099765,1.8049578612356267,58,Female,Doctorate,Democrat,No,4.5574513269493,3.536693118438427,4.671634287922365
Treatment,5.964174360260108,7.979708494592128,0.4150076367202653,56,Male,Bachelor's,Democrat,No,1.7107394859579341,4.075599040940608,12.037831628066943
Control,6.381136503374735,7.445715527549179,3.445555531970535,52,Female,Bachelor's,Other,No,4.334916769281449,3.5839187071926792,7.190728247266012
Treatment,4.270790458162343,1.6551175145729409,1.4529808707699645,20,Female,Bachelor's,Other,No,1.9483297035258937,5.855248058642099,3.4052294874247337
Control,2.909208170458012,6.081374535696588,1.0492097344598248,23,Female,Bachelor's,Other,No,3.8367055937671815,1.0406575770540556,6.486768886465769
Treatment,4.793266850056319,5.467090876077972,3.1571149539014822,52,Other,Bachelor's,Republican,No,3.120055752941038,1.8802207895231624,5.904926059718728
Control,7.616832310907118,4.5967503009926,-0.01860473072339719,45,Female,High School,Republican,No,1.213973711773046,2.161740954392048,8.423771187169557
Treatment,3.172450733575439,3.3039167048607623,3.1059449902171616,66,Female,Bachelor's,Democrat,Yes,4.634725436116257,2.088068449506784,2.57730976482518
Treatment,5.083813282259244,6.180365189918895,0.4252979766107974,44,Male,Bachelor's,Republican,No,4.0841889738762225,2.3667421136089892,9.56792717500253
Treatment,5.3530444633324,6.985491225363327,2.104618862272287,59,Male,High School,Democrat,Yes,6.168688648094494,2.5009483034764566,8.89565571059034
Control,7.337698073608312,4.855231989313899,-0.06707911847700254,37,Male,Master's,Republican,No,2.0363667138025887,7.948728761457581,8.591160144595058
Treatment,3.961704443332001,3.5687722760531893,0.8644269692468735,65,Male,Master's,Republican,No,5.510478155721348,4.302131826577018,5.675623639305316
Control,2.0772108017779067,6.958680695170667,1.3005925375690208,41,Female,Master's,Democrat,Yes,3.4825339298481404,4.26724029653482,6.6966935584906
Control,6.744676467227065,7.844859326229119,3.773456009119188,33,Other,Master's,Democrat,No,3.0748177957614162,7.031859680087056,7.443741550723464
Treatment,4.721566065215789,1.9839747463704689,2.4657281044414736,50,Male,High School,Republican,No,5.124523357033753,2.4672134181697762,3.0594211908408373
Treatment,3.3038975698649655,3.207428327451872,5.3154915307850885,41,Male,High School,Republican,No,2.918760098112726,4.71082356809889,0.36985997406550775
Treatment,2.9434640665343874,4.347882889996015,2.594397749803126,39,Male,Bachelor's,Independent,No,2.6203826203009952,4.3518982951550225,3.9610831900936794
Control,7.370219529208054,6.925720391327985,-0.7707059397763922,55,Female,High School,Republican,No,3.757907098434295,5.461075319497955,11.381536095708405
Treatment,4.404322724330626,1.4442494710625375,-3.201260475342303,30,Female,High School,Democrat,No,8.535982367908108,3.1143810776621286,7.94875198965281
Control,5.618790414967988,7.633958096552297,6.054069749210823,66,Female,Master's,Democrat,No,3.5170096455372266,2.855716373792247,4.389283554825467
Control,4.5693153707815295,0.9555875320929488,3.788373959207341,62,Female,Master's,Democrat,No,1.5883111782315602,6.187278656168429,-0.5481287417236276
Control,3.016336960429252,4.248926734635077,4.277132541884704,32,Other,Bachelor's,Republican,No,4.9329335871101865,3.8894413501929765,1.479962672964999
Treatment,4.430913379779088,5.847344536482254,2.749615832553568,52,Male,Bachelor's,Democrat,Yes,3.8596401422161493,5.93633179036618,6.4209137387630015
Control,3.056779724351869,7.423891301030768,3.211707865112248,63,Male,Bachelor's,Democrat,Yes,3.2622566460428812,7.961750034145225,5.7405732980944535
Control,3.8946140369293656,2.606159490789857,3.436876471387638,27,Male,Bachelor's,Republican,No,0.5357220740581097,2.2523110301000075,1.1165900378669018
Control,4.242286932920297,5.77752606663345,3.897410308371096,63,Female,High School,Democrat,No,6.7854419637891725,5.42746699033261,4.001259224722502
Control,5.133440201206186,2.6904989365968808,2.090555853936875,48,Female,Doctorate,Republican,No,4.057313444264978,6.053204186902294,3.1666631832630987
Control,5.040845540265684,3.3629287466014333,1.869660331341853,69,Male,High School,Republican,Yes,9.284468029513475,4.326082102735777,4.013691185392422
Treatment,5.583505964334522,7.688829217416604,-0.33517619579510827,61,Male,Doctorate,Democrat,Yes,4.208257178888184,7.226671429476818,12.211634886462605
Control,3.172819024235027,5.2882873144254265,1.9636663577715305,58,Male,Master's,Democrat,No,0.9777650519977805,5.218924113454283,4.9110304687714095
Control,2.5372448369570972,8.181028190290812,0.8400076968477803,53,Female,Bachelor's,Other,No,3.8702499087180113,5.6768788862332755,8.609642911921581
Control,3.3836787336575718,1.3670055328703925,6.222026663385735,24,Female,High School,Republican,No,0,3.280551053542757,-3.1631817636865573
Control,7.389262451263182,5.212205067666028,4.704727913545695,65,Male,High School,Democrat,No,1.000878024038888,1.329944348706126,4.202108379751924
Control,5.189296029875399,3.6746941700269398,5.641424299639883,27,Male,Bachelor's,Democrat,No,3.3658195521523036,5.879858413427988,0.6279178853247558
Control,6.693664267490339,3.6539516638884133,5.843852597784265,55,Female,High School,Democrat,No,0,4.523216458373825,1.1569311998493181
Control,5.443813157623085,8.418720340930705,0.8500563384092272,18,Male,Bachelor's,Other,No,4.631199454362229,4.080257339022345,10.29057058133302
Control,6.119195156632996,4.6137840643393755,0.5572120900599677,50,Female,High School,Independent,Yes,4.377959232749326,3.4965102268664197,7.116169552595905
Control,7.020144497993103,6.995835356620379,0.9235873178199965,35,Male,Bachelor's,Democrat,No,2.4767160990939434,6.06454041087407,9.582320287796934
Control,6.639242153453935,3.588645227242264,4.186821930802825,52,Male,Master's,Democrat,No,5.21291665647226,4.887693326955015,2.7214443731664066
Control,6.356722480115012,6.298045240508277,0.9967342477146042,61,Female,High School,Republican,No,3.4245609813674927,3.1873881261434756,8.479672232851179
Treatment,5.478303261219863,5.410286007427506,3.3100896973007314,27,Male,High School,Republican,No,5.555982421730586,5.69872260967412,6.2089237560416715
Treatment,5.436760627974724,4.80679071285576,1.2634555337635314,32,Female,Master's,Democrat,No,2.50919259768077,7.5149176560246485,7.620905650073271
Treatment,4.919585644397318,2.7081690778036833,3.6835016711397968,67,Female,Bachelor's,Democrat,No,4.396703383374575,3.5883601353447854,2.714356639961875
Treatment,6.046063023471746,6.0485282573361925,0.21615635732930738,37,Male,Master's,Independent,No,4.155921249682153,5.389772700371723,10.366919167610694
Control,4.593498381402485,4.396321819830627,4.765134955114313,51,Male,High School,Republican,No,4.937740730412591,5.260107363877252,1.9279360554175566
Treatment,6.72422798319215,3.9386191587020676,-0.11019121468025839,62,Female,Bachelor's,Republican,Yes,3.797901763515904,1.5205968031248904,9.091981360776437
Treatment,6.013465512370107,4.574977417024747,0.24871873963273528,54,Male,Doctorate,Republican,No,5.085468864273886,4.582091010000111,8.836357811669593
Control,5.050947595598917,3.179828371894243,5.593397125969409,62,Male,High School,Democrat,No,3.140709545365311,5.181388611550842,0.11190504372429277
Treatment,3.0805518234356377,3.142059397833482,0.8168701956280484,32,Male,Bachelor's,Republican,Yes,1.5679956438108031,2.5392319139121744,4.635603069782162
Control,3.936426920506155,4.685877752184822,0.9426475135972581,24,Female,Bachelor's,Republican,Yes,1.4426705886062052,3.894536857249783,5.711443698840641
Control,3.271858700913219,4.591844523363343,3.9322474511577976,52,Female,Bachelor's,Independent,No,4.7558677885485,4.0909466126920755,2.295526422662155
Control,5.392070846517863,5.955001729304008,-0.16738035004062146,63,Male,High School,Republican,No,4.948006652852566,3.639568463133112,8.81841750260356
Control,4.866237593355203,5.543949327329384,3.495788758721823,35,Male,High School,Republican,No,6.598405871382134,3.700859657649229,4.481279365285163
Control,6.313706588376968,4.795527012206422,2.394957339499062,59,Female,High School,Other,No,3.5347910118527186,4.509872890717443,5.557422966895844
Treatment,1.8862055902886494,3.7476729458571114,0.46532134718227236,46,Female,High School,Republican,No,1.6872060085473937,4.47997282911421,4.697005791391326
Control,4.279460744052432,6.7983818280832455,4.285555605610336,28,Male,Master's,Democrat,No,4.36697067166929,3.654467631571971,4.652556594499126
Treatment,4.14618264217094,4.806781647624263,0.2522837155643718,60,Female,Bachelor's,Independent,No,6.013818129988248,4.640510887389276,7.6641349136880965
Treatment,5.106972683384711,2.3203541418347475,-0.6401212718168692,59,Male,Master's,Democrat,No,2.533668027414978,3.1088572593303403,6.79070492619015
Treatment,4.417590646540367,8.004551972402199,4.086504349801033,36,Female,Doctorate,Democrat,No,1.0230896263086438,5.652735997003428,7.231240607506441
Treatment,6.078375490735834,6.091772126649124,1.076995236525556,42,Female,High School,Democrat,No,3.6934458657693416,7.278935615173015,9.573558508175443
Treatment,5.551569747546152,4.885877569016487,4.870602002158071,31,Female,Bachelor's,Democrat,No,4.853846012318785,5.4537628561156755,4.17895287751803
Treatment,4.475764618275667,6.905962421148128,0.5363245301772726,34,Female,Master's,Democrat,No,3.797654438072295,5.44070540794317,9.726461354677605
Control,2.2508608882653878,3.7552169147839574,5.410619448804754,53,Other,High School,Republican,Yes,7.87403215417595,6.942144085517313,-0.5299720898881026
Treatment,5.146124338004147,3.1391928884852582,2.86623392644932,20,Female,Bachelor's,Democrat,Yes,5.26119868383715,3.878735075328203,4.132552215539048
Treatment,4.849051527208055,5.414688466865596,4.603985523107739,48,Female,Master's,Other,No,2.845952747887524,6.096508597505624,4.447491589163898
Control,4.53927939068933,5.933123309000418,2.7600165404064727,48,Male,Bachelor's,Republican,Yes,5.509244145812931,4.004148034071036,5.442746463938611
Treatment,4.377011608023256,6.299980952713254,1.749836727571726,45,Male,Bachelor's,Independent,No,1.493075097185622,1.6290032386030133,7.83290293115897
Treatment,4.4406214805469535,2.855840124244826,5.495478356346721,70,Male,Bachelor's,Democrat,No,6.435782108945487,3.6091236908372126,0.6908278783083199
Control,7.085311512312755,6.814726551899617,4.512676495272325,47,Female,Master's,Democrat,No,6.505235517044147,3.5791135274941395,5.844705812783669
Treatment,3.2637190460251997,5.713824541730697,2.8759094858929948,56,Male,High School,Other,No,5.61059932570091,4.590264524220954,5.285704340356602
Control,3.103050646184316,4.604904056207789,4.375978675366172,27,Female,Bachelor's,Independent,Yes,3.119401173003038,1.6756494721492352,1.7804507039337751
Treatment,4.64136522442041,5.534347441783208,-0.7803397434598704,38,Female,Bachelor's,Democrat,No,4.132836102409613,5.174129687235513,9.795711103558386
Treatment,6.68036356227428,8.190034603243351,0.962436942385191,19,Male,Doctorate,Democrat,Yes,9.78735662916186,3.5284538662587757,12.23787033256387
Control,3.677942107493185,5.723052555723691,2.919127322806489,42,Female,High School,Democrat,No,0,0.9773978615657537,4.642896286663794
Control,7.055581820878249,3.1334364622427557,2.130712751701695,26,Male,High School,Republican,Yes,5.095677180958356,6.135008765786591,4.530514620980185
Control,4.443826302319984,6.23353186263947,6.756089188754535,36,Male,Bachelor's,Independent,No,3.790708606539736,0.4783565203437883,1.6993558250449272
Control,4.282866479870737,3.875856206630191,2.8779507120092083,39,Female,High School,Republican,No,3.005694982429751,5.866249670837222,3.1393387345563513
Control,5.375293912269953,4.582147163138479,0.5280376168534464,49,Female,High School,Democrat,No,3.848477306136024,6.129955002436878,6.741756502420008
Treatment,5.914760332956822,9.734323032808543,-2.493046315987332,60,Female,Doctorate,Democrat,Yes,6.943662231609381,4.849555451113818,16.66343959851349
Control,7.079209790698678,3.803938573008866,2.519773228685956,53,Female,Doctorate,Democrat,Yes,1.1341242950699422,5.470450608248814,4.823770239672249
Control,5.883276104483469,6.271360059260451,0.9589923271533223,48,Male,High School,Republican,No,3.4764299509394228,5.701799899335766,8.254005784348863
Treatment,4.1794132565504425,2.697328083464154,3.172608120962156,50,Female,High School,Republican,Yes,3.9655470664240724,6.1767765785313635,2.6592799049148295
Treatment,5.634955538569262,8.164664317028745,-1.2680595803057546,46,Female,Master's,Independent,Yes,4.598103434616658,2.752959753748198,13.658940551261445
Control,4.040400680617008,6.835476704240334,2.6002208050858076,58,Male,High School,Republican,No,4.8207228053735465,4.84863791665777,6.255456239463031
Control,2.540547429201807,4.579691323482673,6.108949062730007,29,Female,Master's,Republican,No,5.047062217854206,4.035965382216016,-0.25898402464643033
Control,7.262831571158861,5.6103587126979235,-0.2662703222641625,23,Male,Doctorate,Republican,No,5.370967520314267,4.969605721677643,9.508044820541517
Treatment,5.289507692978511,4.3415002587914495,2.0740541514794613,20,Male,Doctorate,Independent,No,1.9397648560683582,0,6.234576877045872
Treatment,4.482137731576647,6.593252956552062,-0.15591406616206904,42,Male,Bachelor's,Democrat,Yes,0.5385355762579489,2.8943613657488387,10.110770321396616
Control,1.8074592598929105,8.0519406138654,2.5723824071466375,21,Male,High School,Other,No,7.433876583447441,5.292657362364642,6.383287836665217
Treatment,5.742088866812246,4.811213046982017,3.038353575942038,40,Male,Master's,Democrat,No,0.6345640935812735,0.026423846315463795,6.079426121149163
Treatment,4.357929998543661,8.270078839234463,0.48598566045721303,44,Other,Bachelor's,Democrat,Yes,3.3617147703024814,2.767243657587798,11.052540677684995
Control,5.509641814872494,3.329070682409479,0.6062163140508998,50,Male,High School,Republican,Yes,3.7390494733056654,5.030650993343871,5.477675275794827
Treatment,5.099111796688492,3.613462616741237,-5.408760616498591,54,Female,Bachelor's,Democrat,Yes,3.950917209780798,3.3960382491293384,12.846557080756197
Treatment,7.620745121545976,4.006488038038225,1.3540492905262989,43,Female,Master's,Independent,No,1.541116519942614,3.7787088323231317,8.367997588671408
Treatment,2.548951906307769,4.95072820020439,3.2608284712183337,56,Female,Bachelor's,Republican,No,1.4464256352773948,4.591540318428888,3.6016136587168828
Control,5.620327605547099,1.5250741930393752,4.351120228448201,23,Male,High School,Republican,No,3.706891999899111,4.278181259916546,-0.015882232635275884
Treatment,5.473818876354386,2.897487026668269,-0.531920421758693,29,Male,Master's,Other,No,2.8176423832069295,6.071570866076188,7.534771605692751
Control,3.7880222513598656,5.4959669847595665,6.471124751517823,39,Male,Master's,Democrat,No,2.313878927255527,5.013224295521006,0.9188533589216765
Control,3.7559250615781528,3.853038992900456,0.642693370354368,23,Male,High School,Republican,No,5.485159597015677,4.498680037308532,5.088308153335165
Treatment,6.425711514878118,7.123236074184106,2.7325909715006533,34,Female,Master's,Democrat,No,5.024047576172813,0,9.209928738842041
Treatment,5.178214294215614,4.714792990717893,1.911167327869292,47,Female,Bachelor's,Independent,No,2.255333751769374,6.467892695684017,6.687286383510312
Control,6.551271505908874,2.2749196552576523,-1.7413472777801804,35,Female,Bachelor's,Independent,No,5.602827796217249,2.5578420483429576,7.2919026859922695
Control,5.307447814802782,2.8458262355424284,3.807577561443434,42,Female,High School,Democrat,No,2.6660937000396965,3.8924821861653123,1.6919725815003854
Control,5.954356766354441,4.6524356153705915,2.9416303236313923,61,Male,High School,Independent,No,3.324097472521729,4.614007665768399,4.68798367491642
Control,6.49033986508979,5.018285876239886,2.117009968174477,33,Male,Doctorate,Other,Yes,3.4981758780609455,3.6566459070627917,6.146445840610303
Treatment,5.028462142552747,2.573274936984753,2.43858417160405,58,Male,High School,Republican,Yes,6.493692322844341,6.431389713666585,3.9060373722952626
Treatment,3.381277775439352,5.468127861018852,0.3835171526621397,66,Male,Bachelor's,Other,No,5.660519607973467,3.631584429607985,7.620569039936226
Treatment,4.0647843646832715,5.883666059904024,1.9778240371609663,29,Male,High School,Democrat,Yes,3.9567274955750853,4.014311518974898,6.954430296255511
Control,7.791366360447225,2.512865887537756,-0.3176331116943918,52,Female,High School,Republican,No,5.396747363900287,7.309569695758117,6.72618217945576
Treatment,4.065958467497024,6.842830331194244,0.6521726660953477,61,Female,Bachelor's,Other,Yes,2.781530487761377,4.653441149351687,9.240126515721665
Control,2.6553020440727138,6.993443075335592,3.5621989131284746,51,Female,High School,Republican,No,3.3406430853264024,7.648938607489494,4.758895184243475
Treatment,6.614608396905588,4.418794150996263,-4.309074637355926,52,Male,High School,Independent,No,4.063937262865388,3.044883577600996,13.68882508603138
Treatment,4.090202329491454,2.274215194031251,0.06955467349328459,47,Female,Bachelor's,Democrat,No,6.033600837490766,3.3459178982630724,5.272312267656557
Treatment,4.865842939352518,6.5962320927702285,2.162408197513557,48,Female,High School,Democrat,No,6.2511771331025265,6.0739569738561965,8.08320609977106
Treatment,3.2849025261480813,3.4497865113085107,1.3395365679866686,30,Male,Doctorate,Democrat,No,6.6972189708646575,6.179076472353557,4.573926837932904
Treatment,6.663321244645376,6.293709625049536,-0.40772534339531896,34,Female,High School,Independent,No,2.805143940526516,5.534281553622558,11.698925901928888
Treatment,4.402826602066025,7.828686870273746,-0.06962671967316103,40,Male,Bachelor's,Independent,Yes,3.0932861323738714,5.0293704420129295,11.200433541496427
Control,5.000531979383878,6.41995605534787,5.397468161662998,58,Female,High School,Republican,No,3.344265616607707,6.7916237666194235,3.5227538833768115
Control,2.899422163598353,2.6432251948518344,3.654625356122965,68,Male,Master's,Republican,No,4.6155783328502205,4.506336683638736,0.43831092052804577
Control,2.1881650072331187,5.23740119453906,3.7448997914266675,56,Male,Master's,Democrat,Yes,4.235894730356994,4.283434501970289,2.5865839067289516
Control,5.576882271569169,4.6024604684337485,5.710614702517832,44,Female,Doctorate,Republican,No,2.40267263438483,4.581255852891372,1.680286901700501
Treatment,5.986886956049004,4.1512164179104145,-3.341643244142036,53,Male,Bachelor's,Republican,No,0,5.41589760416446,11.983024879089204
Treatment,4.3922375838205205,5.18643868830646,1.4397626780202115,60,Female,Bachelor's,Democrat,No,2.6450208719987773,3.7960159212982933,7.040854198151639
Control,3.985748351152835,4.027899408905235,-1.1034874754079684,33,Male,Bachelor's,Republican,No,1.980641812363268,5.698319856698591,7.124261059889621
Treatment,6.067646504383082,4.255273209994081,1.9434261162037834,29,Female,Bachelor's,Other,No,3.679710986154202,2.1942470427998133,6.862581972077609
Treatment,4.681000202685389,4.8632032569795225,0.5505662736396344,65,Male,Doctorate,Independent,Yes,5.131436543726154,4.91752934174567,7.82338713535393
Treatment,4.053885520505261,7.909212907917166,4.450467206184509,59,Male,Bachelor's,Republican,No,3.937365588629835,5.225878664614805,6.499159842111602
Treatment,2.159185019149523,6.428673552818455,6.488516696834967,23,Female,Bachelor's,Democrat,No,1.8852959358515085,7.211661337337578,1.55954562034563
Treatment,6.345713432573925,5.192003160736582,-1.2944294812127937,51,Other,High School,Democrat,No,4.455271518188695,0,11.24571771637982
Treatment,5.193807959488477,0.8000135789400513,5.537814834550847,62,Female,High School,Other,No,2.3600262284767197,6.205879561560726,-0.8424452859944385
Control,4.994696733336341,2.9103499757871374,6.437801066756039,37,Other,Master's,Democrat,No,5.16080596073532,4.008646862462241,-1.0301027243007312
Treatment,8.596555358608564,8.145583378476148,3.6047801372145694,32,Male,High School,Democrat,No,4.948887286360005,5.006766647877191,10.988219760218001
Treatment,5.339427526653274,3.9156943265612307,2.3315541255072105,64,Male,High School,Democrat,No,2.488069428531321,5.213324607275504,5.588710846043975
Control,7.369005910602949,2.9065157990729587,-0.3420544335694875,39,Female,Master's,Republican,Yes,3.1129815606771496,4.197819375769745,6.93307318794392
Control,4.472058513864576,6.429191586339726,4.3502127021099,65,Female,High School,Democrat,Yes,4.765045154915538,6.38142844403038,4.315008141162115
Treatment,2.8669850534288206,8.455466084576548,2.8383604428339,42,Male,High School,Democrat,No,4.8984897240727365,3.4631872295812,7.767344431814264
Control,7.2036271803964524,6.657474948836138,5.541162290560072,21,Female,Master's,Democrat,No,2.5358470226337815,2.7671522922234812,4.7181262484742925
Control,5.020247961746505,6.479726977503636,4.865841865750107,70,Male,Master's,Democrat,No,1.4035142044435673,4.945063097605493,4.124009092626782
Treatment,6.007575292260745,7.383723227249023,1.1898774058704724,44,Female,High School,Republican,No,5.870925767714932,4.311823895748563,10.699527290574109
Control,3.064329582810518,4.715258706860107,0.9792800541142279,64,Female,Bachelor's,Democrat,Yes,6.294822127854303,2.188193639195026,5.2681434441511374
Treatment,6.316931629887404,5.458834221258098,-1.2932750649563707,36,Female,Bachelor's,Democrat,Yes,4.495293044432071,5.465081628841295,11.489808008630021
Treatment,4.035115444752936,7.813934262378066,3.1545437367723497,68,Male,Master's,Independent,Yes,0.8862538028360776,4.5158744835021185,7.685727109170418
Treatment,6.560160219045647,6.17148384327872,1.051733683821418,56,Female,Bachelor's,Independent,Yes,5.092951101299049,4.315342871387152,10.039870323741537
Control,5.516728060778208,6.552004727615547,2.031197638540709,43,Female,High School,Democrat,No,4.571028597755103,2.1875159655452894,7.279171119463942
Control,3.435732354055628,0.8803331297085926,5.962175212603467,43,Male,Bachelor's,Democrat,No,6.113581696693293,4.846179452345973,-3.36397590586706
Treatment,2.6641965126430867,7.6639782144174085,-1.050264500025377,67,Male,High School,Independent,Yes,3.8846950242971277,4.927703049458348,10.712390098925102
Control,4.994007400415707,6.227196848249514,4.607927102345433,51,Male,Master's,Democrat,Yes,2.7912832523147717,6.305025300139711,4.116273446111935
Control,4.998500638936393,3.8244331409627925,3.418078577318643,20,Other,High School,Republican,No,1.4943054112271787,0.9967206904179418,2.9056048831123458
Treatment,4.28799574568729,4.032184445606432,2.340648861185426,63,Female,High School,Democrat,No,4.666506073123679,0,4.907532393686473
Control,6.559435532143702,8.789995262249064,5.333320854690803,23,Male,Bachelor's,Other,Yes,2.1144292530455715,1.9545175701433406,6.7363921736301124
Treatment,2.9200148528649925,6.196291983130629,3.4567706376995977,39,Female,Doctorate,Independent,Yes,3.495033380625627,2.8078216611577034,4.9295324850797755
Treatment,5.945387277993081,2.0498952106719126,2.004037827127232,52,Female,High School,Democrat,No,1.1110394589198158,4.782349844043308,4.504897842039492
Treatment,5.989296036690796,4.222166484085317,6.841414734990493,48,Female,High School,Democrat,Yes,2.4110853366946765,4.116456366707998,1.8727237766129212
Control,5.141943145752133,7.069154068571903,4.598797203834471,42,Male,Bachelor's,Democrat,No,1.273752738303274,6.27912824748249,5.041328437613498
Treatment,4.486479213293553,3.660051495650786,-1.5986769920523938,23,Female,Bachelor's,Other,No,5.7311479780572325,4.19407529047197,8.623587897673344
Treatment,6.523864855603763,4.017091358578642,2.4702414106038133,69,Male,Bachelor's,Republican,No,7.472773640564928,2.1241930274773653,6.4397485896776505
Treatment,4.2789515360823245,4.492537798289888,1.309793306566199,41,Female,Bachelor's,Independent,Yes,2.784950914955834,4.729437730917381,6.391958143785432
Treatment,7.607237017230201,6.219131397162119,-1.1459966337147358,42,Female,High School,Democrat,No,1.0535937701458198,3.637640662448566,13.070555793799507
Control,5.29413846121521,5.676412016571526,6.9392990506805425,39,Male,High School,Other,No,0.9361049922228744,5.2180024405519845,1.384182196498589
Treatment,3.2498571492481645,1.748483602803991,1.4046059070902936,27,Female,Bachelor's,Democrat,Yes,5.5305721072442084,1.4212052481249602,2.7812705576498207
Control,3.994299041773607,4.814013314452984,3.5070701517590703,64,Female,High School,Independent,Yes,2.489551526443971,4.324501555336219,3.304092683580717
Control,5.419647423331234,2.872458022801246,3.965464921783897,21,Female,Bachelor's,Republican,Yes,7.364478398911864,5.346182253686825,1.6168168126829663
Treatment,6.215827325623571,6.907120965337057,0.016587557270163034,68,Male,Doctorate,Democrat,No,1.734372449703021,4.11940489851764,11.552403902284572
Control,2.8182608581002357,7.335778407778667,3.072160735843583,32,Male,High School,Democrat,Yes,4.181257417879831,6.097702925884506,5.672748100985201
Treatment,5.635861112265503,4.657679585750832,1.2867839671062513,62,Female,High School,Republican,No,5.726911620370863,3.038649291688186,7.597791452843708
Treatment,3.8453293310966625,4.825044102289679,0.22952860859049307,21,Female,Bachelor's,Independent,Yes,4.522392387169811,2.745992461900782,7.4795124920216836
Control,5.221512034924461,4.5736918483749545,3.8278492143874407,45,Male,High School,Democrat,Yes,1.19806497398522,5.552622936399473,3.3565986514497443
Control,7.2226371195908765,6.235132566325163,3.902938377151428,67,Male,High School,Independent,Yes,3.721961274092937,5.859474443581906,5.943512748969173
Control,5.292140116789739,4.262864238729906,0.7141731059353194,45,Female,Bachelor's,Democrat,No,6.501133385262224,2.3542855655170074,6.194761191189455
Control,5.368209938119291,2.921217426199956,4.27360730491963,54,Male,Master's,Other,No,3.416680572945041,5.726998135832253,1.3317150903399715
Control,5.680580806592546,5.061566898189049,2.179694956208559,33,Female,High School,Democrat,Yes,2.4990648456402127,4.157199789594973,5.722162345276763
Treatment,4.594779596093552,3.3030851824146765,0.14620758405853174,31,Male,Bachelor's,Independent,No,2.6670390582057575,6.80512538740817,6.602962295426309
Treatment,4.686833674492347,5.026296354676061,1.2308520504355893,47,Male,High School,Independent,No,5.081179837915227,2.768103804339276,7.310569560109732
Control,4.279358992766997,8.32973854779379,3.1782646672711676,34,Female,Doctorate,Independent,No,2.2703892995321073,1.8822316902665066,7.29115337690612
Control,5.292674257519812,2.915622276570203,2.8626955208954024,56,Female,Doctorate,Democrat,No,3.532287231837321,1.422943135239239,2.6992638844347066
Control,4.518552461260726,2.260368837449984,5.457877171002336,50,Female,High School,Independent,No,2.5809064624527798,3.292933360683846,-0.9382321029219884
Treatment,4.493472255763375,3.11584151275492,0.17945371960905887,35,Male,High School,Independent,No,4.839437409561565,6.814341849540151,6.306491984968392
Control,7.4007402999586045,2.88265173970962,3.272493849496351,22,Female,Master's,Republican,No,5.315897720300126,5.677994932873258,3.310528040192571
Control,3.5961574566189567,5.7751744689668465,-2.445292040341786,54,Male,High School,Democrat,No,6.352973472259454,3.6564632471351244,10.018545237618111
Treatment,7.507586817392039,2.2085010599190333,0.8175464540704214,19,Female,Bachelor's,Other,No,2.4598647423650615,6.400868327298476,7.021644718892642
